analytic_commander_id,commander_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier,stability_category,known_outcome_count,engagement_count,battle_count,broad_page_contribution_share,battle_siege_page_contribution_share,siege_row_share,provisional_role_category,strict_eligibility,exclude_from_headline_ranking,weak_battle_siege_support,recommended_action,rationale
acmd_adac46eaab99,Zhu,868,33.36515463917525,Unclassified,model_sensitive,4,6,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_66a3e2e16015,Philip Vian,869,33.16957825679476,Unclassified,model_sensitive,4,5,4,0.535406,0.464594,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_69ea88c00843,Gotthard Heinrici,870,33.114957825679475,Unclassified,model_sensitive,5,5,4,0.324884,0.675116,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_f8502bef92c6,Shivaji,871,33.114957825679475,"Tier D, strong but narrow-category performer",model_sensitive,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_ff0c3b5d57a2,"Robert Douglas, Count of Skenninge",872,33.08500468603561,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_286dd73f3d2c,Angelo Iachino,873,33.037432052483595,Unclassified,model_sensitive,4,5,4,0.726275,0.273725,0.0,high_level_operational_case,eligible_operational_commander,False,True,add_high_level_page_caveat,Mostly high-level operational evidence; keep only as caveated sensitivity until event-level support improves.
acmd_df6af221e298,Otto Wilhelm Königsmarck,874,33.026860356138705,"Tier D, strong but narrow-category performer",model_sensitive,4,6,4,0.041316,0.958684,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_61ebbd8a9ab1,Jacques de La Palice,875,32.93964386129334,Unclassified,model_sensitive,4,5,4,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_3ba07a91ec79,Dong Fuxiang,876,32.90545454545454,Unclassified,model_sensitive,7,7,6,0.036767,0.963233,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6edb1aaeb50c,Jérôme Bonaparte,877,32.788116213683224,Unclassified,model_sensitive,5,6,3,0.171549,0.828451,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_c18b719c9029,Christiaan de Wet,878,32.78723523898781,Unclassified,model_sensitive,5,9,7,0.020433,0.979567,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fd27739305a9,Marcin Kalinowski,879,32.77490159325211,Unclassified,model_sensitive,4,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0ad3f1c2e293,Nikolai Linevich,880,32.75640112464854,Unclassified,model_sensitive,5,5,4,0.043186,0.956814,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_15c50a56b7de,Julius Jacob von Haynau,881,32.68416119962512,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f4992ee1faec,Ettore Bastico,882,32.642755388940955,Unclassified,model_sensitive,4,5,4,0.258639,0.741361,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_c4aa456d9b10,Alexander Zakharchenko,883,32.534395501405804,Unclassified,model_sensitive,3,7,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c094a7195ef4,Bouzes,884,32.45775070290534,"Tier D, strong but narrow-category performer",model_sensitive,5,5,5,0.0,1.0,0.6,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_26a3cde90d96,"Maximilian, Count of Merveldt",885,32.44982193064667,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d916f8e8a1db,Niiro Tadamoto,886,32.434845360824745,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6b0f204a76e2,Izzat Ibrahim al-Douri,887,32.34399250234301,"Tier E, historically important but scoring-sensitive",model_sensitive,3,5,1,0.386459,0.613541,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_224d435cffa0,Andrei Grechko,888,32.28507966260544,Unclassified,model_sensitive,3,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_72fba9af8772,Hoàng Minh Thảo,889,32.093027179006555,Unclassified,model_sensitive,3,5,4,0.173265,0.826735,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_0c9f1695b453,Constantius II,890,32.07276476101218,"Tier D, strong but narrow-category performer",model_sensitive,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_10f824474235,Friedrich Freiherr Kress von Kressenstein,891,32.05426429240862,Unclassified,model_sensitive,5,10,9,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8a95f06967d6,Mikhail Frunze,892,32.02582942830366,"Tier E, historically important but scoring-sensitive",model_sensitive,4,7,1,1.0,0.0,0.142857,genuine_military_commander_and_theorist,eligible_operational_commander,False,True,role_review_before_headline_use,"Military commander/theorist profile, but this snapshot supports him only through high-level pages; keep as caveated operational sensitivity."
acmd_a57145859ed5,Naoe Kanetsugu,893,32.00845360824742,"Tier D, strong but narrow-category performer",model_sensitive,4,5,5,0.0,1.0,0.8,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_d482cca018e4,Benjamin Blake,894,31.883355201499537,Unclassified,model_sensitive,4,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f309e41facfc,John O'Sullivan,895,31.81199625117151,"Tier D, strong but narrow-category performer",model_sensitive,3,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_76bbbddb244e,Afonso V of Portugal,896,31.752089971883787,"Tier D, strong but narrow-category performer",model_sensitive,3,5,4,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_ca2206e3956a,August Kork,897,31.63051546391753,Unclassified,model_sensitive,5,8,6,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_917fcfda63e2,Abu Omar al-Shishani,898,31.617300843486404,"Tier D, strong but narrow-category performer",model_sensitive,3,7,4,0.086681,0.913319,0.428571,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_95ea1d2ff3ce,Ernst Busch,899,31.56194939081537,Unclassified,model_sensitive,5,6,1,0.808725,0.191275,0.0,high_level_operational_case,eligible_operational_commander,False,True,add_high_level_page_caveat,Mostly high-level operational evidence; keep only as caveated sensitivity until event-level support improves.
acmd_06efa9a8a197,"Jean d'Estrées, Count of Estrées",900,31.506298031865047,Unclassified,model_sensitive,5,7,4,0.060803,0.939197,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_d38f47d2ad5a,Josef Philipp Vukassovich,901,31.32363636363636,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a6ac1f45b75a,Nitta Yoshisada,902,31.26314901593252,"Tier D, strong but narrow-category performer",model_sensitive,5,8,7,0.040512,0.959488,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_c190dfd80d38,Hans-Valentin Hube,903,31.22967197750703,Unclassified,model_sensitive,5,7,3,0.389494,0.610506,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_ca2856306eb6,Marian Langiewicz,904,31.21821930646673,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_712d418b6774,Johann von Werth,905,31.215576382380505,Unclassified,model_sensitive,4,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_4dfbb718b03b,Hakimullah Mehsud,906,31.20153701968135,Unclassified,model_sensitive,3,5,1,1.0,0.0,0.0,ambiguous_or_hybrid_political_military_leader,ambiguous_requires_review,False,True,role_review_before_headline_use,Militant leader represented only by operation pages; requires command-role verification.
acmd_23cb29e8ff77,Francesco Morosini,907,31.18650421743205,"Tier D, strong but narrow-category performer",model_sensitive,3,6,4,0.06397,0.93603,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_738aa21471ec,Luigi Capello,908,30.94247422680413,Unclassified,model_sensitive,3,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_31dddb4667e4,Mikhail Tukhachevsky,909,30.904592314901592,"Tier E, historically important but scoring-sensitive",model_sensitive,5,9,3,0.091286,0.908714,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_06694e2efd20,"Frederick William, the Great Elector",910,30.752183692596063,Unclassified,model_sensitive,3,5,3,0.011331,0.988669,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_0a79790e9e80,Fidel Castro,911,30.656157450796627,Unclassified,model_sensitive,3,6,4,0.003287,0.996713,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_d2f014f31c7c,Anne Hilarion de Tourville,912,30.607703842549203,Unclassified,model_sensitive,4,5,4,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_7472b51acb74,Aeneas de Caprara,913,30.59537019681349,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_26f3ab303817,Nikolai Ivanov,914,30.575107778819117,Unclassified,model_sensitive,3,7,4,0.237465,0.762535,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_6966c4c45122,Heinrich von Vietinghoff,915,30.54955951265229,Unclassified,model_sensitive,3,5,2,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_add757a1e03f,Michał Serwacy Wiśniowiecki,916,30.54251171508903,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_9ff2b58a457f,Isoroku Yamamoto,917,30.470271790065603,Unclassified,model_sensitive,6,6,2,0.621151,0.378849,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_d499dcd15f56,Hurshid Pasha,918,30.42005623242736,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ebdec0301f04,Wilhelm von Knyphausen,919,30.41477038425492,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_52afe4fd3e89,Chūichi Nagumo,920,30.385698219306462,Unclassified,model_sensitive,5,6,5,0.193257,0.806743,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7cf0dd7c83d7,Minoru Sasaki,921,30.36176194939081,Unclassified,model_sensitive,9,9,9,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bb97f12d2f5c,Maarten Schenck van Nydeggen,922,30.287910028116208,"Tier D, strong but narrow-category performer",model_sensitive,4,6,5,0.0,1.0,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_5585906a6277,Józef Potocki,923,30.251790065604496,Unclassified,model_sensitive,3,5,4,0.074939,0.925061,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_16ece86eb82d,José Miaja,924,30.216551077788186,Unclassified,model_sensitive,4,7,6,0.052236,0.947764,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_254a69c3e905,Nikola Ivanov,925,30.125810684161195,Unclassified,model_sensitive,3,5,3,0.086911,0.913089,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_417f75b154bc,Pietro Frugoni,926,30.10026241799437,Unclassified,model_sensitive,5,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_68389ddc0f8a,Baldwin I of Jerusalem,927,30.082642924086212,"Tier D, strong but narrow-category performer",model_sensitive,3,11,11,0.0,1.0,0.545455,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_1801a77f8f17,Looking Glass,928,29.966354264292413,Unclassified,model_sensitive,5,5,4,0.076977,0.923023,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_4ff8c7730586,"Maximilian Anton Karl, Count Baillet de Latour",929,29.958181818181817,Unclassified,model_sensitive,6,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a37de8e58900,Kikkawa Motoharu,930,29.821874414245546,"Tier D, strong but narrow-category performer",model_sensitive,3,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_4259999a87f1,Hjalmar Siilasvuo,931,29.78575445173383,Unclassified,model_sensitive,3,5,2,1.0,0.0,0.0,genuine_military_commander_operational,eligible_operational_commander,False,True,role_review_before_headline_use,"Genuine military commander, but current score is operation/war-page only; keep as caveated operational sensitivity."
acmd_19bb30f6cc7c,Frederick I of Sweden,932,29.69237113402061,Unclassified,model_sensitive,4,5,4,0.039336,0.960664,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_ed227b9bc2a8,Ali Fuat Cebesoy,933,29.68356138706654,Unclassified,model_sensitive,3,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d61194aa914d,Feng Yuxiang,934,29.65977507029053,"Tier E, historically important but scoring-sensitive",model_sensitive,3,6,2,0.552467,0.447533,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_9b87db50df7d,Qianlong Emperor,935,29.565885660731027,"Tier E, historically important but scoring-sensitive",model_sensitive,3,5,1,1.0,0.0,0.0,monarch_or_political_leader,political_or_nominal_only,True,True,exclude_from_headline_ranking,Monarch profile with 100% broad-page dependency; exclude from headline ranking unless direct field command is verified.
acmd_464a152ea947,Johann von Hiller,936,29.544545454545453,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_39b8b8e248d8,Osman Nuri Pasha,937,29.497675726335515,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cee242d82909,Koos de la Rey,938,29.48886597938144,Unclassified,model_sensitive,5,11,10,0.02427,0.97573,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_4333fd349fa7,Pontiac,939,29.43512652296157,Unclassified,model_sensitive,4,5,3,0.083237,0.916763,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_dd1d45921b13,Alexander Hamilton,940,29.34086223055295,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fdfc24f1748e,Najib ad-Dawlah,941,29.220168697282094,Unclassified,model_sensitive,4,5,3,0.08352,0.91648,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_28c20161a0d0,Jacques-François Menou,942,29.11092783505154,Unclassified,model_sensitive,4,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_84c77f1736ab,Muhammad Ahmad,943,29.107403936269915,Unclassified,model_sensitive,5,5,4,0.03449,0.96551,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_6194f1e14ba0,Theepan,944,29.056307403936263,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_94d6a8436561,Julián Romero,945,29.05278350515464,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_47f5fbfb2f37,Roman emperor,946,29.04749765698219,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fd9c4bfc72cd,Marquis de Lafayette,947,29.04133083411434,Unclassified,model_sensitive,5,6,5,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_abf6562167ae,Józef Bem,948,28.954114339268973,Unclassified,model_sensitive,5,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_4172803fa3bf,Sefer Halilović,949,28.854564198687907,"Tier D, strong but narrow-category performer",model_sensitive,3,5,3,0.161436,0.838564,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_4c72c4e7c973,Michelangelo Alessandro Colli-Marchi,950,28.75090909090909,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_947bbc18bdaa,Tej Singh,951,28.685417057169627,Unclassified,model_sensitive,4,5,3,0.35028,0.64972,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_854d687dc55f,Otto Wöhler,952,28.66140581068416,Unclassified,model_sensitive,5,9,2,0.799231,0.200769,0.0,high_level_operational_case,eligible_operational_commander,False,True,add_high_level_page_caveat,Mostly high-level operational evidence; keep only as caveated sensitivity until event-level support improves.
acmd_a3b8ce57a79d,Binod Singh,953,28.58674789128397,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7b64d2665dbb,Osman Digna,954,28.54181818181818,Unclassified,model_sensitive,5,5,4,0.03449,0.96551,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_f735118336f9,Petrus Johannes Liebenberg,955,28.45636363636364,Unclassified,model_sensitive,6,8,7,0.02734,0.97266,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_04c6aebbfbcc,Shimazu Iehisa,956,28.41936269915651,Unclassified,model_sensitive,4,6,6,0.0,1.0,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5ff0152d6088,Frederik van den Bergh,957,28.31276476101218,"Tier D, strong but narrow-category performer",model_sensitive,5,5,5,0.0,1.0,1.0,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_9b7e54c9b953,Tohir Yoʻldosh,958,28.250121836925963,"Tier E, historically important but scoring-sensitive",model_sensitive,3,5,1,0.666133,0.333867,0.0,high_level_mixed_case,ambiguous_requires_review,False,True,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_5395ce28cf28,Archduke Eugen of Austria,959,28.24273664479849,Unclassified,model_sensitive,6,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c92d161eee43,Józef Zajączek,960,27.829990627928773,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_afcb8521dea3,Wilhelm Ritter von Leeb,961,27.76744142455483,Unclassified,model_sensitive,3,5,3,0.319093,0.680907,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_fd1ea34edeca,Pierre-Charles Villeneuve,962,27.577150890346765,Unclassified,model_sensitive,3,5,4,0.301874,0.698126,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_87f5374da03a,Datis,963,27.54543580131209,Unclassified,model_sensitive,3,5,4,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_68dee10020d1,Tulayha ibn Khuwaylid,964,27.430909090909086,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_70139042f10d,Benny Peled,965,27.28819119025305,Unclassified,model_sensitive,4,5,3,0.266036,0.733964,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_d30f3a086cec,Mihail Savov,966,27.148997188378637,Unclassified,model_sensitive,4,5,3,0.042629,0.957371,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_1df970e937b0,Raghoji II of Nagpur,967,27.12697282099344,Unclassified,model_sensitive,5,5,4,0.059217,0.940783,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_efe89acfd4b8,Yakov Cherevichenko,968,27.0895595126523,Unclassified,model_sensitive,3,5,2,0.480185,0.519815,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_a57c02d20721,Aleksei Evert,969,27.023898781630734,Unclassified,model_sensitive,3,5,4,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_ca4592515ddd,Hugh Roe O'Donnell,970,26.861799437675725,"Tier D, strong but narrow-category performer",model_sensitive,4,5,5,0.0,1.0,0.6,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_de6e34f0975b,Joseph Achuzie,971,26.669746954076853,Unclassified,model_sensitive,4,5,2,0.360658,0.639342,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_422bed77f1e1,"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",972,26.666223055295216,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f89716974139,Bartolomé Mitre,973,26.63803186504217,Unclassified,model_sensitive,4,5,4,0.086437,0.913563,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_2c3c97602082,Kirill Moskalenko,974,26.57900656044986,Unclassified,model_sensitive,3,5,4,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_51569e7f4248,"Enrique O'Donnell, Conde de La Bisbal",975,26.55257731958763,"Tier D, strong but narrow-category performer",model_sensitive,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
