analytic_commander_id,display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,side,belligerent,old_outcome_category,new_outcome_category,page_result_raw,page_result_type,override_justification,override_evidence_basis,override_source
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_9599004,Battle of Brentford (1642),Battle of Brentford (1642),side_a,Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_22863412,Battle of Camp Hill,Battle of Camp Hill,side_a,Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_5592407,Battle of Chalgrove Field,Battle of Chalgrove Field,side_a,Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_181890,Battle of Edgehill,Battle of Edgehill,side_a,Royalists,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_5588990,Battle of Powick Bridge,Battle of Powick Bridge,side_a,Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_55184350,Siege of Lichfield,Siege of Lichfield,side_a,Royal Standard of England (1603–1689).svg Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_9eebcf4a735d,"Prince William, Duke of Cumberland",https://en.wikipedia.org/wiki/Prince_William%2C_Duke_of_Cumberland,battle_7900417,Clifton Moor Skirmish,Clifton Moor Skirmish,side_b,Kingdom of Great Britain British Government,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_260cee8e9c15,Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC),battle_1294942,Battle of Ticinus,Battle of Ticinus,side_b,Rome,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,top200_full_audit_auto
acmd_260cee8e9c15,Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC),battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,side_b,Roman Republic,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,top200_full_audit_auto
acmd_da0c826dffb0,Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Scipio_Africanus,battle_8450227,Siege of Utica,Siege of Utica,side_b,Rome,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,top200_full_audit_auto
acmd_c7e5e7782ad1,Pyotr Bagration,https://en.wikipedia.org/wiki/Pyotr_Bagration,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_fd29282149b1,Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_34171338,Siege of Lilybaeum (c. 277 BC),Siege of Lilybaeum (c. 277 BC),side_b,Epirus Greek allies,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_cff9b7adff32,Quizquiz,https://en.wikipedia.org/wiki/Quizquiz,battle_18832396,Battle of Huanucopampa,Battle of Huanucopampa,side_a,Atahualpans,unknown,indecisive,"Inconclusive, successful retreat by Huáscar's army",unknown,Retained page result is explicitly inconclusive.,"page_result_raw=Inconclusive, successful retreat by Huáscar's army",full_population_auto
acmd_6286f2c7b756,Radko Dimitriev,https://en.wikipedia.org/wiki/Radko_Dimitriev,battle_2360469,Battle of Kirk Kilisse,Battle of Kirk Kilisse,side_a,Bulgaria Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_6286f2c7b756,Radko Dimitriev,https://en.wikipedia.org/wiki/Radko_Dimitriev,battle_2360604,Battle of Lule Burgas,Battle of Lule Burgas,side_a,Bulgaria Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_8e02c61ad395,Radomir Putnik,https://en.wikipedia.org/wiki/Radomir_Putnik,battle_2167279,Battle of Kolubara,Battle of Kolubara,side_a,Kingdom of Serbia,unknown,victory,Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,victory,Retained page result begins with `serbian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,top200_full_audit_auto
acmd_89bb321c5387,Raimondo Montecuccoli,https://en.wikipedia.org/wiki/Raimondo_Montecuccoli,battle_58825236,Battle of Altenheim,Battle of Altenheim,side_b,Holy Roman Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_89bb321c5387,Raimondo Montecuccoli,https://en.wikipedia.org/wiki/Raimondo_Montecuccoli,battle_20848279,Battle of Salzbach,Battle of Salzbach,side_a,Holy Roman Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_bef85bd3a67d,Raymond A. Spruance,https://en.wikipedia.org/wiki/Raymond_A._Spruance,battle_5731062,Operation Tan No. 2,Operation Tan No. 2,side_a,United States,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_a684b0193c44,"Raymond VI, Count of Toulouse",https://en.wikipedia.org/wiki/Raymond_VI%2C_Count_of_Toulouse,battle_81799883,Siege of Castelnaudary,Siege of Castelnaudary,side_b,County of Toulouse County of Foix Viscounty of Béarn,unknown,defeat,Crusader victory,victory,Retained page result begins with `crusader` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Crusader victory,full_population_auto
acmd_a684b0193c44,"Raymond VI, Count of Toulouse",https://en.wikipedia.org/wiki/Raymond_VI%2C_Count_of_Toulouse,battle_81560194,Siege of Lavaur,Siege of Lavaur,side_b,Lordship of Lavaur,unknown,defeat,Crusader victory,victory,Retained page result begins with `crusader` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Crusader victory,full_population_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_8953609,Battle of Darbytown and New Market Roads,Battle of Darbytown and New Market Roads,side_b,CSA CSA (Confederacy),unknown,defeat,Union victory,victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348725,Battle of Glendale,Battle of Glendale,side_b,CSA Confederate States (Confederacy),unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1653535,Battle of Mine Run,Battle of Mine Run,side_b,CSA CSA (Confederacy),unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1661366,Battle of North Anna,Battle of North Anna,side_b,CSA CSA (Confederacy),unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348551,Battle of Oak Grove,Battle of Oak Grove,side_b,CSA Confederate States (Confederacy),unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1355089,Battle of Salem Church,Battle of Salem Church,side_b,CSA CSA (Confederacy),unknown,victory,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1221380,Second Battle of Rappahannock Station,Second Battle of Rappahannock Station,side_b,CSA CSA (Confederacy),unknown,defeat,Union victory,victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory,top200_full_audit_auto
acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_3368577,Siege of Fort Pulaski,Siege of Fort Pulaski,side_b,CSA (Confederacy),unknown,defeat,Union victory,victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory,top200_full_audit_auto
acmd_ae222df958e9,Robert Nivelle,https://en.wikipedia.org/wiki/Robert_Nivelle,battle_24557325,Battle of the Hills,Battle of the Hills,side_a,French Third Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_ae222df958e9,Robert Nivelle,https://en.wikipedia.org/wiki/Robert_Nivelle,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,side_a,French Third Republic Russian Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_0cf8151e7cf9,Rodion Malinovsky,https://en.wikipedia.org/wiki/Rodion_Malinovsky,battle_2184583,Battle of Debrecen,Battle of Debrecen,side_b,Soviet Union Kingdom of Romania,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_c71eebe002ad,Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,battle_522777,Gothic Line,Gothic Line,side_b,Nazi Germany Italian Social Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_4320523,Battle of Albert (1914),Battle of Albert (1914),side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_24240324,Battle of Armentières,Battle of Armentières,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_24088869,Battle of La Bassée,Battle of La Bassée,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_24240306,Battle of Messines (1914),Battle of Messines (1914),side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_13974739,Battle of Mont Sorrel,Battle of Mont Sorrel,side_b,German Empire Kingdom of Bavaria,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,side_b,23px German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_60921,Battle of the Somme,Battle of the Somme,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_d306485377f9,Ruslan Gelayev,https://en.wikipedia.org/wiki/Ruslan_Gelayev,battle_7208318,Battle of Grozny (1999–2000),Battle of Grozny (1999–2000),side_b,Chechen Republic of Ichkeria,victory,defeat,Russian victory Fall of the Chechen Republic of Ichkeria Restoration of Russian federal control,victory,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victory Fall of the Chechen Republic of Ichkeria Restoration of Russian federal control,full_population_auto
acmd_e7d15992f668,Saddam Hussein,https://en.wikipedia.org/wiki/Saddam_Hussein,battle_77034719,Assadist–Saddamist conflict,Assadist–Saddamist conflict,side_b,Saddamists Baath Eagle Arabia.jpg Ba'ath Party (Iraqi-dominated faction) Flag of the Ba'ath Party.svg Ba'ath Party – Iraq Region Baath Eagle Arabia.jpg Saddamists in Syria Saddamists in other Arab states Ba'athist Iraq (until 2003) * Ba'athist Iraq JRTN (from 2006),unknown,indecisive,Inconclusive Saddamists ousted from power in Iraq in 2003 Assadists ousted from power in Syria in 2024,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Saddamists ousted from power in Iraq in 2003 Assadists ousted from power in Syria in 2024,full_population_auto
acmd_63a19c897e4a,Sakai Tadatsugu,https://en.wikipedia.org/wiki/Sakai_Tadatsugu,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_b1865ae97a71,Sakakibara Yasumasa,https://en.wikipedia.org/wiki/Sakakibara_Yasumasa,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_6970e6b60c26,Saladin,https://en.wikipedia.org/wiki/Saladin,battle_16477218,Battle of al-Fule,Battle of al-Fule,side_b,Ayyubid Sultanate,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_c9afea1f1e26,Samuel D. Sturgis,https://en.wikipedia.org/wiki/Samuel_D._Sturgis,battle_1615853,Battle of Dandridge,Battle of Dandridge,side_a,USA United States (Union),unknown,defeat,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory,full_population_auto
acmd_c9afea1f1e26,Samuel D. Sturgis,https://en.wikipedia.org/wiki/Samuel_D._Sturgis,battle_1615868,Battle of Fair Garden,Battle of Fair Garden,side_a,USA United States (Union),unknown,victory,Union victory,victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory,full_population_auto
acmd_7facdbb28266,Sassa Narimasa,https://en.wikipedia.org/wiki/Sassa_Narimasa,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_6801fcdfc85b,Sayenqueraghta,https://en.wikipedia.org/wiki/Sayenqueraghta,battle_13848312,Battle of Klock's Field,Battle of Klock's Field,side_b,Kingdom of Great Britain King's Royal Regiment of New York Butler's Rangers Brant's Volunteers 8th Regiment of Foot 34th Regiment of Foot Seneca,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_f926ccaefc32,Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,battle_51804400,Battle of Lake Tunis,Battle of Lake Tunis,side_a,Roman Republic,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_f926ccaefc32,Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,battle_36193794,Battle of the Port of Carthage,Battle of the Port of Carthage,side_a,Roman Republic,unknown,defeat,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_d78906672e99,Selim I,https://en.wikipedia.org/wiki/Selim_I,battle_7364983,Battle of Ridaniya,Battle of Ridaniya,side_a,Ottoman Empire Ottoman Empire,unknown,victory,Ottoman victory Collapse of the Mamluk Sultanate,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Collapse of the Mamluk Sultanate,top200_full_audit_auto
acmd_d78906672e99,Selim I,https://en.wikipedia.org/wiki/Selim_I,battle_46306254,Battle of Turnadağ,Battle of Turnadağ,side_a,25px|border Ottoman Empire,unknown,victory,Ottoman victory Annexation of the Beylik of Dulkadir,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Annexation of the Beylik of Dulkadir,top200_full_audit_auto
acmd_5f4bc03b1ef9,Semyon Budyonny,https://en.wikipedia.org/wiki/Semyon_Budyonny,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_b0f9189c5694,Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_b0f9189c5694,Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,battle_11763439,East Karelian uprising,East Karelian uprising,side_b,RSFSR Russian SFSR Karelian Labor Commune,unknown,victory,Soviet victory End of the Heimosodat,victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory End of the Heimosodat,full_population_auto
acmd_3621505f2fa5,Shah Jahan,https://en.wikipedia.org/wiki/Shah_Jahan,battle_31300144,Battle of Kartarpur,Battle of Kartarpur,side_b,Mughal Empire,unknown,defeat,Sikh victory820–821,unknown,Retained page result begins with `sikh` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Sikh victory820–821,full_population_auto
acmd_3621505f2fa5,Shah Jahan,https://en.wikipedia.org/wiki/Shah_Jahan,battle_55095456,Battle of Lahira,Battle of Lahira,side_b,30px Mughal Empire,unknown,defeat,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_94977b3dbcce,Shamil Basayev,https://en.wikipedia.org/wiki/Shamil_Basayev,battle_7208318,Battle of Grozny (1999–2000),Battle of Grozny (1999–2000),side_b,Chechen Republic of Ichkeria,victory,defeat,Russian victory Fall of the Chechen Republic of Ichkeria Restoration of Russian federal control,victory,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victory Fall of the Chechen Republic of Ichkeria Restoration of Russian federal control,full_population_auto
acmd_b6ab8ea34149,Shurahbil ibn Hasana,https://en.wikipedia.org/wiki/Shurahbil_ibn_Hasana,battle_10126467,Battle of Fahl,Battle of Fahl,side_a,Rashidun Caliphate,unknown,victory,Muslim victory,victory,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory,full_population_auto
acmd_7b94639db354,Shōjirō Iida,https://en.wikipedia.org/wiki/Sh%C5%8Djir%C5%8D_Iida,battle_23676793,Battle of Pegu,Battle of Pegu,side_b,Empire of Japan Japan,unknown,victory,Japanese victory British retreat continued,victory,Retained page result begins with `japanese` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Japanese victory British retreat continued,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_21285768,Battle of Mokra (1445),Battle of Mokra (1445),side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_23123263,Battle of Oranik (1448),Battle of Oranik (1448),side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_22755271,Battle of Otonetë,Battle of Otonetë,side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_19380370,Battle of Torvioll,Battle of Torvioll,side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_4016222,Siege of Krujë (1450),Siege of Krujë (1450),side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,battle_48066312,Skanderbeg's rebellion,Skanderbeg's rebellion,side_a,18px League of Lezhë 20px Crown of Aragon (from 1451) 18px Kingdom of Naples 20px Republic of Venice (from 1463),unknown,defeat,Ottoman victory Death of Skanderbeg End of Skanderbeg's rebellion,victory,Retained page result begins with `ottoman` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Ottoman victory Death of Skanderbeg End of Skanderbeg's rebellion,full_population_auto
acmd_f056fa3573e9,Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_13782322,Battle of Bila Tserkva (1651),Battle of Bila Tserkva (1651),side_a,25pxPolish–Lithuanian Commonwealth,unknown,indecisive,Inconclusive Treaty of Bila Tserkva,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Treaty of Bila Tserkva,top200_full_audit_auto
acmd_f056fa3573e9,Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_42805673,Battle of Mątwy,Battle of Mątwy,side_a,Royal Army,unknown,defeat,Rebel victory,victory,Retained page result begins with `rebel` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Rebel victory,top200_full_audit_auto
acmd_f47199d981fc,Stanisław Żółkiewski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_%C5%BB%C3%B3%C5%82kiewski,battle_11458587,Battle of Guzów,Battle of Guzów,side_b,Polish Royalists,unknown,victory,Royalist Victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist Victory,top200_full_audit_auto
acmd_3d3f64913588,Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,battle_13782322,Battle of Bila Tserkva (1651),Battle of Bila Tserkva (1651),side_a,25pxPolish–Lithuanian Commonwealth,unknown,indecisive,Inconclusive Treaty of Bila Tserkva,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Treaty of Bila Tserkva,top200_full_audit_auto
acmd_68b351fa3ab7,Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,battle_2167279,Battle of Kolubara,Battle of Kolubara,side_a,Kingdom of Serbia,unknown,victory,Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,victory,Retained page result begins with `serbian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,top200_full_audit_auto
acmd_68b351fa3ab7,Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,battle_7931421,Morava Offensive,Morava Offensive,side_b,Kingdom of Serbia,unknown,defeat,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Bulgarian victory,top200_full_audit_auto
acmd_f51da86004c8,Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,battle_1615874,Battle of Dry Wood Creek,Battle of Dry Wood Creek,side_a,Missouri|border|23px Missouri (Confederate),unknown,victory,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory,full_population_auto
acmd_f51da86004c8,Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,battle_1615882,First Battle of Lexington,First Battle of Lexington,side_a,Missouri (Confederate),unknown,victory,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory,full_population_auto
