display_name,canonical_wikipedia_url,structural_classification,dominant_verification_status,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,outcome_review_status,stability_after_review,strict_engagement_count_before,strict_engagement_count_after,page_type_mix_before,page_type_mix_after,known_outcome_count_before,known_outcome_count_after,outcome_profile_before,outcome_profile_after,changed_row_count,remaining_unknown_count_after,remaining_unknown_with_page_result_after,unresolved_row_count_after,rank_hierarchical_trust_v2_before,rank_hierarchical_trust_v2_after,rank_hierarchical_weighted_before,rank_hierarchical_weighted_after,trust_tier_before,trust_tier_after,trust_confidence_before,trust_confidence_after
Iosif Gurko,https://en.wikipedia.org/wiki/Iosif_Gurko,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=1,V=3; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Miguel Grau,https://en.wikipedia.org/wiki/Miguel_Grau,structurally_clean,verified_core,6,6,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,5,V=2; D=1; N=1; U=2,V=2; D=1; N=2; U=1,1,1,1,1,,,,,,,,
Takigawa Kazumasu,https://en.wikipedia.org/wiki/Takigawa_Kazumasu,structurally_clean,verified_core,12,12,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,12,12,B=12; O=0; C=0; W=0,B=12; O=0; C=0; W=0,8,9,V=1; D=7; N=0; U=4,V=1; D=7; N=1; U=3,1,3,3,3,,,,,,,,
Leonid Brezhnev,https://en.wikipedia.org/wiki/Leonid_Brezhnev,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=0; O=0; C=0; W=5,B=0; O=0; C=0; W=5,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,1,1,,,,,,,,
Hamid Hassy,https://en.wikipedia.org/wiki/Hamid_Hassy,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=2; D=0; N=2; U=1,V=2; D=0; N=2; U=1,0,1,1,1,,,,,,,,
François de Franquetot de Coigny,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Franquetot_de_Coigny,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,2,2,,,,,,,,
Grand Duke Nicholas Nikolaevich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Nicholas_Nikolaevich_of_Russia_%28born_1856%29,materially_inflated,structurally_suspect,6,3,2,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=1; C=0; W=0,B=3; O=1; C=0; W=0,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Sassa Narimasa,https://en.wikipedia.org/wiki/Sassa_Narimasa,structurally_clean,verified_core,7,7,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,5,6,V=2; D=3; N=0; U=3,V=2; D=3; N=1; U=2,1,2,2,2,,,,,,,,
Wilhelm von Knyphausen,https://en.wikipedia.org/wiki/Wilhelm_von_Knyphausen,mildly_inflated,verified_broad,6,5,1,0,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,5,V=3; D=1; N=0; U=1,V=3; D=1; N=1; U=0,1,0,0,0,,,,,,,,
Johannes Frießner,https://en.wikipedia.org/wiki/Johannes_Frie%C3%9Fner,materially_inflated,verified_broad,8,4,4,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,3,V=1; D=1; N=0; U=2,V=1; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Masatane Kanda,https://en.wikipedia.org/wiki/Masatane_Kanda,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=1; D=3; N=1; U=1,V=1; D=3; N=1; U=1,0,1,1,1,,,,,,,,
Nikolai Ivanov,https://en.wikipedia.org/wiki/Nikolai_Ivanov_%28general%29,mildly_inflated,verified_broad,8,7,1,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=4; O=3; C=0; W=0,B=4; O=3; C=0; W=0,3,3,V=2; D=1; N=0; U=4,V=2; D=1; N=0; U=4,0,4,4,4,,,,,,,,
"Charles, Duke of Mayenne",https://en.wikipedia.org/wiki/Charles%2C_Duke_of_Mayenne,materially_inflated,structurally_suspect,7,5,1,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Niiro Tadamoto,https://en.wikipedia.org/wiki/Niiro_Tadamoto,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=3; D=1; N=0; U=1,V=3; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Béla IV of Hungary,https://en.wikipedia.org/wiki/B%C3%A9la_IV_of_Hungary,materially_inflated,structurally_suspect,7,4,1,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,2,V=0; D=2; N=0; U=2,V=0; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Horatio Gates,https://en.wikipedia.org/wiki/Horatio_Gates,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Johann von Werth,https://en.wikipedia.org/wiki/Johann_von_Werth,materially_inflated,structurally_suspect,8,7,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=4,V=1; D=2; N=1; U=3,1,3,2,2,,,,,,,,
Gaiseric,https://en.wikipedia.org/wiki/Gaiseric,mildly_inflated,verified_broad,6,4,2,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,1,1,V=0; D=1; N=0; U=3,V=0; D=1; N=0; U=3,0,3,3,3,,,,,,,,
John the Armenian,https://en.wikipedia.org/wiki/John_the_Armenian,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Otto Wilhelm Königsmarck,https://en.wikipedia.org/wiki/Otto_Wilhelm_K%C3%B6nigsmarck,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=0; C=0; W=2,B=4; O=0; C=0; W=2,4,4,V=2; D=2; N=0; U=2,V=2; D=2; N=0; U=2,0,2,2,2,,,,,,,,
"Jean d'Estrées, Count of Estrées",https://en.wikipedia.org/wiki/Jean_d%27Estr%C3%A9es%2C_Count_of_Estr%C3%A9es,mildly_inflated,verified_broad,8,7,1,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=4; O=0; C=0; W=3,B=4; O=0; C=0; W=3,5,5,V=1; D=4; N=0; U=2,V=1; D=4; N=0; U=2,0,2,2,2,,,,,,,,
Frederick I of Sweden,https://en.wikipedia.org/wiki/Frederick_I_of_Sweden,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,4,V=1; D=3; N=0; U=1,V=1; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Nguyễn Tri Phương,https://en.wikipedia.org/wiki/Nguy%E1%BB%85n_Tri_Ph%C6%B0%C6%A1ng,materially_inflated,structurally_suspect,6,3,2,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,1,1,V=0; D=1; N=0; U=2,V=0; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,materially_inflated,verified_broad,9,6,3,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=2; O=0; C=0; W=4,B=2; O=0; C=0; W=4,2,4,V=1; D=1; N=0; U=4,V=3; D=1; N=0; U=2,2,2,2,2,,,,,,,,
Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,3,7,V=2; D=1; N=0; U=5,V=4; D=3; N=0; U=1,4,1,1,1,,,,,,,,
Isaac II Angelos,https://en.wikipedia.org/wiki/Isaac_II_Angelos,materially_inflated,structurally_suspect,6,4,0,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=1; D=2; N=0; U=1,V=1; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Hoàng Minh Thảo,https://en.wikipedia.org/wiki/Ho%C3%A0ng_Minh_Th%E1%BA%A3o,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,1,1,,,,,,,,
Karl Dönitz,https://en.wikipedia.org/wiki/Karl_D%C3%B6nitz,mildly_inflated,verified_broad,6,4,2,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=2; O=2; C=0; W=0,B=2; O=2; C=0; W=0,3,3,V=0; D=3; N=0; U=1,V=0; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Ma Zhancang,https://en.wikipedia.org/wiki/Ma_Zhancang,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=3,V=2; D=1; N=0; U=3,0,3,3,3,,,,,,,,
Wolmar Anton von Schlippenbach,https://en.wikipedia.org/wiki/Wolmar_Anton_von_Schlippenbach,structurally_clean,verified_core,6,6,0,0,0,corrected,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,5,6,V=1; D=4; N=0; U=1,V=1; D=5; N=0; U=0,1,0,0,0,,,,,,,,
Abu Omar al-Shishani,https://en.wikipedia.org/wiki/Abu_Omar_al-Shishani,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=4; O=1; C=0; W=2,B=4; O=1; C=0; W=2,3,3,V=0; D=3; N=0; U=4,V=0; D=3; N=0; U=4,0,4,3,3,,,,,,,,
Jiang Wei,https://en.wikipedia.org/wiki/Jiang_Wei,materially_inflated,structurally_suspect,6,4,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,2,3,V=0; D=1; N=1; U=2,V=0; D=1; N=2; U=1,1,1,1,1,,,,,,,,
Inigo Campioni,https://en.wikipedia.org/wiki/Inigo_Campioni,materially_inflated,structurally_suspect,7,5,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,4,V=0; D=2; N=1; U=2,V=0; D=2; N=2; U=1,1,1,1,1,,,,,,,,
John Butler,https://en.wikipedia.org/wiki/John_Butler_%28Ranger%29,materially_inflated,structurally_suspect,5,4,0,1,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,5,V=2; D=2; N=0; U=1,V=2; D=2; N=1; U=0,1,0,0,0,,,,,,,,
Courtney Hodges,https://en.wikipedia.org/wiki/Courtney_Hodges,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=2; C=0; W=0,B=3; O=2; C=0; W=0,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Leon Trotsky,https://en.wikipedia.org/wiki/Leon_Trotsky,materially_inflated,structurally_suspect,10,6,3,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=1; O=0; C=0; W=5,B=1; O=0; C=0; W=5,2,3,V=1; D=1; N=0; U=4,V=2; D=1; N=0; U=3,1,3,3,3,,,,,,,,
Georg Andreas von Rosen,https://en.wikipedia.org/wiki/Georg_Andreas_von_Rosen,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,4,V=2; D=1; N=0; U=2,V=3; D=1; N=0; U=1,1,1,0,0,,,,,,,,
Félix María Calleja del Rey,https://en.wikipedia.org/wiki/F%C3%A9lix_Mar%C3%ADa_Calleja_del_Rey,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=2; D=0; N=1; U=1,V=2; D=0; N=1; U=1,0,1,1,1,,,,,,,,
"Frederick William, the Great Elector",https://en.wikipedia.org/wiki/Frederick_William%2C_the_Great_Elector,materially_inflated,structurally_suspect,7,5,0,2,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=1; D=1; N=1; U=2,V=1; D=1; N=1; U=2,0,2,2,2,,,,,,,,
François de Charette,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Charette,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=3,V=2; D=1; N=0; U=3,0,3,3,3,,,,,,,,
"Odet de Foix, Viscount of Lautrec",https://en.wikipedia.org/wiki/Odet_de_Foix%2C_Viscount_of_Lautrec,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Lionel Dunsterville,https://en.wikipedia.org/wiki/Lionel_Dunsterville,materially_inflated,structurally_suspect,7,3,3,1,0,corrected,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,2,3,V=0; D=2; N=0; U=1,V=0; D=3; N=0; U=0,1,0,0,0,,,,,,,,
Raghunath Rao,https://en.wikipedia.org/wiki/Raghunath_Rao,materially_inflated,structurally_suspect,6,4,0,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,3,V=1; D=2; N=0; U=1,V=1; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Matsudaira Ietada,https://en.wikipedia.org/wiki/Matsudaira_Ietada_%28Fuk%C5%8Dzu%29,materially_inflated,structurally_suspect,5,4,0,1,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=2; D=1; N=0; U=1,V=2; D=1; N=1; U=0,1,0,0,0,,,,,,,,
John O'Sullivan,https://en.wikipedia.org/wiki/John_O%27Sullivan_%28soldier%29,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,2,2,,,,,,,,
Alaric I,https://en.wikipedia.org/wiki/Alaric_I,mildly_inflated,verified_broad,7,6,1,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,4,V=0; D=4; N=0; U=2,V=0; D=4; N=0; U=2,0,2,2,2,,,,,,,,
"Charles Henri Hector, Count of Estaing",https://en.wikipedia.org/wiki/Charles_Henri_Hector%2C_Count_of_Estaing,mildly_inflated,verified_broad,6,4,2,0,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=1,V=1; D=2; N=1; U=0,1,0,0,0,,,,,,,,
Jean-Nicolas Stofflet,https://en.wikipedia.org/wiki/Jean-Nicolas_Stofflet,structurally_clean,verified_core,9,9,0,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=8; O=0; C=0; W=1,B=8; O=0; C=0; W=1,4,4,V=2; D=2; N=0; U=5,V=2; D=2; N=0; U=5,0,5,5,5,,,,,,,,
Luigi Capello,https://en.wikipedia.org/wiki/Luigi_Capello,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Pierre-Charles Villeneuve,https://en.wikipedia.org/wiki/Pierre-Charles_Villeneuve,materially_inflated,structurally_suspect,7,5,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,2,3,V=1; D=1; N=0; U=3,V=1; D=1; N=1; U=2,1,2,2,2,,,,,,,,
Ishida Mitsunari,https://en.wikipedia.org/wiki/Ishida_Mitsunari,structurally_clean,verified_core,5,5,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,4,V=2; D=1; N=0; U=2,V=2; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Inaba Yoshimichi,https://en.wikipedia.org/wiki/Inaba_Yoshimichi,structurally_clean,verified_core,6,6,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,3,4,V=1; D=2; N=0; U=3,V=1; D=2; N=1; U=2,1,2,2,2,,,,,,,,
Shah Jahan,https://en.wikipedia.org/wiki/Shah_Jahan,materially_inflated,structurally_suspect,7,3,2,2,0,corrected,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,1,3,V=0; D=0; N=1; U=2,V=0; D=2; N=1; U=0,2,0,0,0,,,,,,,,
Matías de Gálvez y Gallardo,https://en.wikipedia.org/wiki/Mat%C3%ADas_de_G%C3%A1lvez_y_Gallardo,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Wilhelm von Roggendorf,https://en.wikipedia.org/wiki/Wilhelm_von_Roggendorf,materially_inflated,structurally_suspect,6,3,2,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=0; D=2; N=0; U=1,V=0; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Sefer Halilović,https://en.wikipedia.org/wiki/Sefer_Halilovi%C4%87,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=0; D=0; N=3; U=2,V=0; D=0; N=3; U=2,0,2,2,2,,,,,,,,
Alexander Zakharchenko,https://en.wikipedia.org/wiki/Alexander_Zakharchenko,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=5; O=0; C=0; W=2,B=5; O=0; C=0; W=2,3,3,V=2; D=1; N=0; U=4,V=2; D=1; N=0; U=4,0,4,3,3,,,,,,,,
Hans-Valentin Hube,https://en.wikipedia.org/wiki/Hans-Valentin_Hube,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=3; O=4; C=0; W=0,B=3; O=4; C=0; W=0,5,5,V=0; D=5; N=0; U=2,V=0; D=5; N=0; U=2,0,2,2,2,,,,,,,,
Marcin Kalinowski,https://en.wikipedia.org/wiki/Marcin_Kalinowski,structurally_clean,verified_core,6,6,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,4,V=2; D=1; N=0; U=3,V=2; D=1; N=1; U=2,1,2,2,2,,,,,,,,
Datis,https://en.wikipedia.org/wiki/Datis,materially_inflated,structurally_suspect,6,5,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,2,3,V=1; D=1; N=0; U=3,V=1; D=1; N=1; U=2,1,2,2,2,,,,,,,,
Jinichi Kusaka,https://en.wikipedia.org/wiki/Jinichi_Kusaka,materially_inflated,verified_broad,9,4,5,0,0,corrected,confirmed_stable_after_review,4,4,B=0; O=4; C=0; W=0,B=0; O=4; C=0; W=0,1,4,V=0; D=1; N=0; U=3,V=1; D=1; N=2; U=0,3,0,0,0,,,,,,,,
Owen Roe O'Neill,https://en.wikipedia.org/wiki/Owen_Roe_O%27Neill,mildly_inflated,verified_broad,6,5,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,2,3,V=1; D=1; N=0; U=3,V=1; D=2; N=0; U=2,1,2,2,2,,,,,,,,
James G. Blunt,https://en.wikipedia.org/wiki/James_G._Blunt,structurally_clean,verified_core,9,9,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,4,7,V=2; D=2; N=0; U=5,V=3; D=3; N=1; U=2,3,2,2,2,,,,,,,,
Christian the Younger of Brunswick,https://en.wikipedia.org/wiki/Christian_the_Younger_of_Brunswick,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Jérôme Bonaparte,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Bonaparte,materially_inflated,structurally_suspect,7,6,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=3; O=0; C=0; W=3,B=3; O=0; C=0; W=3,4,5,V=1; D=3; N=0; U=2,V=1; D=3; N=1; U=1,1,1,1,1,,,,,,,,
Thomas Gage,https://en.wikipedia.org/wiki/Thomas_Gage,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=0; D=2; N=1; U=2,V=0; D=2; N=1; U=2,0,2,2,2,,,,,,,,
Aleksei Evert,https://en.wikipedia.org/wiki/Aleksei_Evert,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,structurally_clean,verified_core,11,11,0,0,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,3,3,V=0; D=2; N=1; U=8,V=0; D=2; N=1; U=8,0,8,8,8,,,,,,,,
Robert Venables,https://en.wikipedia.org/wiki/Robert_Venables,materially_inflated,structurally_suspect,5,3,1,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Józef Bem,https://en.wikipedia.org/wiki/J%C3%B3zef_Bem,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=1; D=4; N=0; U=1,V=1; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Fateh Khan Barakzai,https://en.wikipedia.org/wiki/Fateh_Khan_Barakzai,materially_inflated,structurally_suspect,5,4,0,1,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=1; D=1; N=1; U=1,V=2; D=1; N=1; U=0,1,0,0,0,,,,,,,,
Theodoric I,https://en.wikipedia.org/wiki/Theodoric_I,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=0; D=3; N=0; U=2,V=0; D=3; N=0; U=2,0,2,1,1,,,,,,,,
Ahmed Izzet Pasha,https://en.wikipedia.org/wiki/Ahmed_Izzet_Pasha,materially_inflated,verified_broad,7,3,4,0,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,2,2,V=0; D=2; N=0; U=1,V=0; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Julián Romero,https://en.wikipedia.org/wiki/Juli%C3%A1n_Romero,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Agostinho Neto,https://en.wikipedia.org/wiki/Agostinho_Neto,high_priority_manual_concern,structurally_suspect,6,3,0,3,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=0; O=1; C=0; W=2,B=0; O=1; C=0; W=2,1,1,V=1; D=0; N=0; U=2,V=1; D=0; N=0; U=2,0,2,1,1,,,,,,,,
François Joseph Westermann,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Westermann,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=7; O=0; C=0; W=1,B=7; O=0; C=0; W=1,5,6,V=2; D=3; N=0; U=3,V=2; D=3; N=1; U=2,1,2,2,2,,,,,,,,
Jacques-François Menou,https://en.wikipedia.org/wiki/Jacques-Fran%C3%A7ois_Menou,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,4,4,V=1; D=3; N=0; U=3,V=1; D=3; N=0; U=3,0,3,2,2,,,,,,,,
